seed	team	name	kind	position	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses	r2Id	r2Id2
R3	UCSB 	Stefano Tsorotiotis                 	S	 2	  	  	4 	5 	  	 	  	 	  	  	  	  	 4	 5	 4	 5	567460	      
R3	UCSB 	Victor Krustev                      	S	 3	 3	 1	  	  	7 	1	0 	1	  	  	  	  	10	 3	10	 3	423713	      
R3	UCSB 	Pablo Masjuan                       	S	 4	  	  	2 	2 	  	 	4 	0	2 	0 	1 	2 	 9	 4	 9	 4	567459	      
R3	UCSB 	Joey Rotheram                       	S	 5	  	  	  	  	3 	1	  	 	3 	2 	0 	1 	 6	 4	 6	 4	447179	      
R3	UCSB 	Kai Brady                           	S	 6	  	  	  	  	  	 	3 	1	  	  	4 	1 	 7	 2	 7	 2	567456	      
R3	UCSB 	Alejandro Vedri                     	S	 7	  	  	  	  	0 	1	2 	2	1 	1 	  	  	 3	 4	 3	 4	512046	      
R3	UCSB 	Josh Williams                       	S	 8	  	  	  	  	  	 	  	 	1 	1 	  	  	 1	 1	 1	 1	512047	      
R3	UCSB 	Tsorotiotis/Vedri                   	D	 1	 4	 3	  	  	  	 	  	 	  	  	  	  	 4	 3	 4	 3	567460	512046
R3	UCSB 	Krustev/Rotheram                    	D	 2	 0	 1	4 	5 	  	 	  	 	  	  	  	  	 4	 6	 4	 6	423713	447179
R3	UCSB 	Guillin/Brady                       	D	 3	  	  	  	  	6 	1	  	 	  	  	  	  	 6	 1	 6	 1	412312	567456
R3	UCSB 	Masjuan/Williams                    	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	567459	512047
R3	VCU  	Lleyton Cronje                      	S	 1	10	 2	2 	1 	  	 	  	 	  	  	  	  	12	 3	12	 3	513983	      
R3	VCU  	Charles Bertimon                    	S	 2	 2	 1	9 	3 	  	 	  	 	  	  	  	  	11	 4	11	 4	497734	      
R3	VCU  	Inigo Torre Martin                  	S	 3	  	  	  	  	7 	2	3 	1	  	  	  	  	10	 3	10	 3	458156	      
R3	VCU  	Rayane Stable                       	S	 4	  	  	  	  	1 	0	5 	0	6 	1 	3 	1 	15	 2	15	 2	497736	      
R3	VCU  	Quentin Coulaud                     	S	 5	  	  	2 	0 	2 	2	5 	2	1 	2 	  	  	10	 6	10	 6	567901	      
R3	VCU  	Timo Zgraggen                       	S	 6	  	  	  	  	1 	0	1 	0	1 	1 	6 	0 	 9	 1	 9	 1	466151	      
R3	VCU  	David Cierny                        	S	 7	  	  	  	  	  	 	  	 	4 	1 	5 	2 	 9	 3	 9	 3	520808	      
R3	VCU  	Mario Duron                         	S	 8	  	  	  	  	  	 	1 	0	  	  	1 	0 	 2	 0	 2	 0	564690	      
R3	VCU  	Cronje/Cierny                       	D	 1	 2	 1	0 	1 	  	 	  	 	  	  	  	  	 2	 2	 2	 2	513983	520808
R3	VCU  	Martin/Stable                       	D	 2	 0	 1	11	1 	  	 	  	 	  	  	  	  	11	 2	11	 2	458156	497736
R3	VCU  	Coulaud/Bertimon                    	D	 3	 5	 4	1 	1 	5 	2	  	 	  	  	  	  	11	 7	11	 7	567901	497734
R3	VCU  	Duron/Zgraggen                      	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	564690	466151
R3	VT   	Mitch Harper                        	S	 1	 7	 4	  	  	  	 	  	 	  	  	  	  	 7	 4	 7	 4	413732	      
R3	VT   	Alex Ribeiro                        	S	 2	 1	 1	2 	1 	2 	3	  	 	  	  	  	  	 5	 5	 5	 5	445208	      
R3	VT   	Matt Ross                           	S	 3	 1	 2	6 	9 	1 	1	  	 	  	  	  	  	 8	12	 8	12	521233	      
R3	VT   	Carlo Donato                        	S	 4	 0	 4	2 	1 	3 	6	0 	2	  	  	  	  	 5	13	 5	13	402996	      
R3	VT   	Hugo Maia                           	S	 5	  	  	  	  	2 	1	11	3	0 	2 	  	  	13	 6	13	 6	565404	      
R3	VT   	Ryan Fishback                       	S	 6	  	  	  	  	  	 	2 	0	7 	5 	4 	1 	13	 6	13	 6	565408	      
R3	VT   	Alvaro Ariza                        	S	 7	  	  	  	  	  	 	  	 	3 	1 	6 	4 	 9	 5	 9	 5	565402	      
R3	VT   	Jordan Chrysostom                   	S	 8	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	565406	      
R3	VT   	Michael Shepheard                   	S	 9	  	  	  	  	  	 	  	 	  	  	0 	2 	 0	 2	 0	 2	511956	      
R3	VT   	Chase Bernstine                     	S	10	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	VT   	Ryan Kros                           	S	11	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	423647	      
R3	VT   	Alex Ix                             	S	12	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	VT   	Ryan Bernstine                      	S	13	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	565408	      
R3	VT   	Chrysostom/Fishback                 	D	 1	 6	 4	2 	0 	  	 	  	 	  	  	  	  	 8	 4	 8	 4	565406	565408
R3	VT   	Harper/Ribeiro                      	D	 2	  	  	3 	4 	  	 	  	 	  	  	  	  	 3	 4	 3	 4	413732	445208
R3	VT   	Donato/Ariza                        	D	 3	  	  	  	  	1 	1	  	 	  	  	  	  	 1	 1	 1	 1	402996	565402
R3	VT   	Kros/Shepheard                      	D	 4	  	  	  	  	0 	2	  	 	  	  	  	  	 0	 2	 0	 2	423647	511956
R3	WICH 	Murkel Dellien                      	S	 1	 7	 0	3 	1 	3 	1	  	 	  	  	  	  	13	 2	13	 2	401620	      
R3	WICH 	Marius Frosa                        	S	 2	 5	 4	6 	3 	  	 	  	 	  	  	  	  	11	 7	11	 7	408204	      
R3	WICH 	Stefan Latinovic                    	S	 3	 2	 1	3 	3 	4 	8	  	 	  	  	  	  	 9	12	 9	12	496917	      
R3	WICH 	Nicolas Acevedo                     	S	 4	  	  	  	  	2 	1	7 	4	3 	3 	  	  	12	 8	12	 8	564226	      
R3	WICH 	Orel Ovil                           	S	 5	  	  	  	  	0 	2	4 	5	6 	3 	  	  	10	10	10	10	485299	      
R3	WICH 	Luka Mrsic                          	S	 6	  	  	  	  	  	 	  	 	1 	0 	8 	6 	 9	 6	 9	 6	564227	      
R3	WICH 	Ray Lo                              	S	 7	  	  	  	  	  	 	1 	0	5 	1 	4 	2 	10	 3	10	 3	521567	      
R3	WICH 	Alex Richards                       	S	 8	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	509154	      
R3	WICH 	Zach Grueber                        	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	WICH 	Dellien/Frosa                       	D	 1	 9	 5	  	  	  	 	  	 	  	  	  	  	 9	 5	 9	 5	401620	408204
R3	WICH 	Mrsic/Ovil                          	D	 2	  	  	5 	5 	  	 	  	 	  	  	  	  	 5	 5	 5	 5	564227	485299
R3	WICH 	Latinovic/Acevedo                   	D	 3	  	  	  	  	4 	5	  	 	  	  	  	  	 4	 5	 4	 5	496917	564226
R3	WICH 	Richards/Grueber                    	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	509154	      
R3	WMU  	Jannik Opitz                        	S	 1	20	 2	  	  	  	 	  	 	  	  	  	  	20	 2	20	 2	438559	      
R3	WMU  	Peter Kuszynski                     	S	 2	 1	 0	15	2 	2 	0	  	 	  	  	  	  	18	 2	18	 2	488539	      
R3	WMU  	Fynn Lohse                          	S	 3	  	  	3 	0 	7 	4	5 	1	1 	0 	  	  	16	 5	16	 5	565162	      
R3	WMU  	Jackson Boone                       	S	 4	  	  	2 	1 	6 	2	5 	3	  	  	  	  	13	 6	13	 6	565158	      
R3	WMU  	Arjun Honnappa                      	S	 5	  	  	  	  	1 	0	5 	0	11	3 	  	  	17	 3	17	 3	514041	      
R3	WMU  	Ben George                          	S	 6	  	  	  	  	  	 	1 	0	2 	0 	8 	0 	11	 0	11	 0	565159	      
R3	WMU  	Brogan Pierce                       	S	 7	  	  	  	  	  	 	1 	0	3 	1 	12	1 	16	 2	16	 2	565157	      
R3	WMU  	Zac Faveri                          	S	 8	  	  	  	  	  	 	1 	0	  	  	1 	0 	 2	 0	 2	 0	406010	      
R3	WMU  	Jack Randall                        	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	WMU  	Joaquin Caballer                    	S	10	  	  	  	  	  	 	0 	1	1 	0 	1 	0 	 2	 1	 2	 1	565160	      
R3	WMU  	Ferdinand Schluter                  	S	11	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R3	WMU  	Opitz/Kuszynski                     	D	 1	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	438559	488539
R3	WMU  	Randall/Lohse                       	D	 2	  	  	6 	0 	1 	0	  	 	  	  	  	  	 7	 0	 7	 0	      	565162
R3	WMU  	Faveri/Caballer                     	D	 3	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	406010	565160
R3	WMU  	Schluter/Honnappa                   	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	514041
R4	AAMU 	Rodrigo Arana Rios                  	S	 1	 1	10	  	  	  	 	  	 	  	  	  	  	 1	10	 1	10	498077	      
R4	AAMU 	Gjorgji Popovski                    	S	 2	  	  	6 	6 	  	 	  	 	  	  	  	  	 6	 6	 6	 6	565134	      
R4	AAMU 	Fermin Ruiz                         	S	 3	  	  	0 	3 	0 	9	  	 	  	  	  	  	 0	12	 0	12	382022	      
R4	AAMU 	Natiphat Mulada                     	S	 4	  	  	  	  	  	 	5 	2	0 	2 	  	  	 5	 4	 5	 4	513540	      
R4	AAMU 	Panji Setiawan                      	S	 5	  	  	  	  	  	 	0 	3	4 	4 	  	  	 4	 7	 4	 7	513542	      
R4	AAMU 	Divesh Gahlot                       	S	 6	  	  	  	  	  	 	  	 	  	  	3 	0 	 3	 0	 3	 0	569614	      
R4	AAMU 	Cheng Chang                         	S	 7	  	  	  	  	  	 	  	 	0 	2 	1 	2 	 1	 4	 1	 4	498078	      
R4	AAMU 	German Ruiz Crespo                  	S	 8	  	  	  	  	  	 	  	 	  	  	0 	2 	 0	 2	 0	 2	513541	      
R4	AAMU 	Austin Smith                        	S	 9	  	  	  	  	  	 	  	 	  	  	0 	1 	 0	 1	 0	 1	565135	      
R4	AAMU 	Setiawan/Rios                       	D	 1	 3	 7	  	  	  	 	  	 	  	  	  	  	 3	 7	 3	 7	513542	498077
R4	AAMU 	Popovski/Chang                      	D	 2	 3	 7	  	  	  	 	  	 	  	  	  	  	 3	 7	 3	 7	565134	498078
R4	AAMU 	Gahlot/Ruiz                         	D	 3	 1	 1	  	  	  	 	  	 	  	  	  	  	 1	 1	 1	 1	569614	382022
R4	AAMU 	Crespo/Mulada                       	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	513541	513540
R4	ARK  	Alex Reco                           	S	 1	 2	11	5 	0 	  	 	  	 	  	  	  	  	 7	11	 8	12	444483	      
R4	ARK  	Max Verboven                        	S	 2	 2	 5	1 	7 	  	 	  	 	  	  	  	  	 3	12	 3	12	497658	      
R4	ARK  	Nico Rousset                        	S	 3	 1	 0	3 	4 	8 	5	  	 	  	  	  	  	12	 9	15	12	513047	      
R4	ARK  	Aleksa Bucan                        	S	 4	 0	 1	0 	1 	3 	2	3 	4	  	  	  	  	 6	 8	10	10	520933	      
R4	ARK  	Adrien Burdet                       	S	 5	  	  	  	  	  	 	0 	3	11	10	  	  	11	13	11	13	564209	      
R4	ARK  	Enrique Paya                        	S	 6	  	  	  	  	  	 	  	 	0 	1 	6 	10	 6	11	 6	11	488397	      
R4	ARK  	Melvin Manuel                       	S	 7	  	  	  	  	0 	1	6 	7	0 	1 	1 	1 	 7	10	 9	14	520932	      
R4	ARK  	Hunter Harrison                     	S	 8	  	  	  	  	  	 	  	 	  	  	0 	1 	 0	 1	 4	 4	488396	      
R4	ARK  	Jose Dominguez Alonso               	S	 9	  	  	1 	0 	0 	1	  	 	  	  	  	  	 1	 1	 1	 1	385327	      
R4	ARK  	Avery Zavala                        	S	10	  	  	  	  	  	 	  	 	  	  	2 	0 	 2	 0	 4	 4	562303	      
R4	ARK  	Riccardo Trione                     	S	11	  	  	  	  	1 	0	  	 	  	  	  	  	 1	 0	 1	 0	564210	      
R4	ARK  	Josh Bortnick                       	S	12	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 3	 3	391674	      
R4	ARK  	Foster Rogers                       	S	13	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 2	 3	562302	      
R4	ARK  	Harrison/Paya                       	D	 1	 3	 7	  	  	  	 	  	 	  	  	  	  	 3	 7	 3	 7	488396	488397
R4	ARK  	Burdet/Manuel                       	D	 2	  	  	6 	4 	1 	0	  	 	  	  	  	  	 7	 4	 7	 4	564209	520932
R4	ARK  	Reco/Rouset                         	D	 3	 0	 1	0 	1 	11	6	  	 	  	  	  	  	11	 8	11	 8	444483	513047
R4	ARK  	Zavala/Verboven                     	D	 4	  	  	0 	2 	  	 	  	 	  	  	  	  	 0	 2	 0	 2	562303	497658
R4	BEL  	Marko Ilic                          	S	 1	13	 4	  	  	  	 	  	 	  	  	  	  	13	 4	13	 4	417735	      
R4	BEL  	Arthur Toledo                       	S	 2	  	  	13	3 	  	 	  	 	  	  	  	  	13	 3	13	 3	520668	      
R4	BEL  	Tomas Luis                          	S	 3	  	  	0 	1 	7 	5	2 	1	1 	0 	  	  	10	 7	10	 7	565792	      
R4	BEL  	Diego Castro                        	S	 4	  	  	  	  	  	 	6 	4	3 	2 	1 	0 	10	 6	10	 6	565793	      
R4	BEL  	Taisei Miyamoto                     	S	 5	  	  	  	  	3 	1	0 	3	5 	3 	  	  	 8	 7	 8	 7	508639	      
R4	BEL  	Alfred Wallin                       	S	 6	  	  	  	  	  	 	1 	0	1 	0 	9 	4 	11	 4	11	 4	565794	      
R4	BEL  	Jake Briggs                         	S	 7	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	392703	      
R4	BEL  	David Faulkner                      	S	 8	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	BEL  	Grant Kelly                         	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	BEL  	Ilic/Miyamoto                       	D	 1	11	 6	  	  	  	 	  	 	  	  	  	  	11	 6	11	 6	417735	508639
R4	BEL  	Castro/Luis                         	D	 2	  	  	11	2 	  	 	  	 	  	  	  	  	11	 2	11	 2	565793	565792
R4	BEL  	Briggs/Toledo                       	D	 3	  	  	  	  	8 	3	  	 	  	  	  	  	 8	 3	 8	 3	392703	520668
R4	BEL  	Kelly/Wallin                        	D	 4	  	  	  	  	0 	1	  	 	  	  	  	  	 0	 1	 0	 1	      	565794
R4	CLEV 	Nico Mostardi                       	S	 1	 6	 3	  	  	  	 	  	 	  	  	  	  	 6	 3	 6	 3	435062	      
R4	CLEV 	Matt Terry                          	S	 2	 9	 2	6 	2 	  	 	  	 	  	  	  	  	15	 4	15	 4	457113	      
R4	CLEV 	Luke Phillips                       	S	 3	  	  	10	1 	4 	2	3 	0	  	  	  	  	17	 3	17	 3	441492	      
R4	CLEV 	Maxime Mareschal-Hay                	S	 4	  	  	2 	0 	12	2	3 	2	  	  	  	  	17	 4	17	 4	565223	      
R4	CLEV 	Clark Bilinovich                    	S	 5	  	  	  	  	0 	1	7 	3	2 	2 	  	  	 9	 6	 9	 6	486440	      
R4	CLEV 	Raul Teichmann                      	S	 6	  	  	  	  	  	 	1 	0	2 	2 	0 	2 	 3	 4	 3	 4	486443	      
R4	CLEV 	Kade Mindry                         	S	 7	  	  	  	  	  	 	  	 	1 	2 	3 	2 	 4	 4	 4	 4	520822	      
R4	CLEV 	Juandedios Abboud                   	S	 8	  	  	  	  	  	 	0 	1	5 	3 	2 	5 	 7	 9	 7	 9	565222	      
R4	CLEV 	Jack Santilli                       	S	 9	  	  	  	  	  	 	  	 	0 	1 	4 	1 	 4	 2	 4	 2	448806	      
R4	CLEV 	Austin Staiger                      	S	10	  	  	  	  	  	 	  	 	  	  	1 	2 	 1	 2	 1	 2	565224	      
R4	CLEV 	Mostardi/Phillips                   	D	 1	11	 4	  	  	  	 	  	 	  	  	  	  	11	 4	11	 4	435062	441492
R4	CLEV 	Terry/Mareschal-Hay                 	D	 2	11	 4	  	  	  	 	  	 	  	  	  	  	11	 4	11	 4	457113	565223
R4	CLEV 	Bilinovich/Mindry                   	D	 3	  	  	  	  	6 	0	  	 	  	  	  	  	 6	 0	 6	 0	486440	520822
R4	CLEV 	Teichmann/Santilli                  	D	 4	  	  	  	  	1 	0	  	 	  	  	  	  	 1	 0	 1	 0	486443	448806
R4	DEP  	Vito Tonejc                         	S	 1	11	 5	2 	0 	  	 	  	 	  	  	  	  	13	 5	13	 5	488653	      
R4	DEP  	Christopher Casati                  	S	 2	 1	 3	3 	7 	4 	2	  	 	  	  	  	  	 8	12	 8	12	395681	      
R4	DEP  	Boris Spanjaard                     	S	 3	  	  	3 	1 	8 	4	1 	1	  	  	  	  	12	 6	12	 6	453771	      
R4	DEP  	Tamas Zador                         	S	 4	  	  	2 	1 	0 	1	1 	1	  	  	  	  	 3	 3	 3	 3	465846	      
R4	DEP  	Fran Tonejc                         	S	 5	  	  	  	  	2 	0	5 	5	1 	3 	  	  	 8	 8	 8	 8	458075	      
R4	DEP  	Luuk Wassener                       	S	 6	  	  	  	  	  	 	2 	1	6 	3 	3 	2 	11	 6	11	 6	462201	      
R4	DEP  	Tripp Tuff                          	S	 7	  	  	  	  	  	 	1 	0	6 	2 	7 	5 	14	 7	14	 7	458939	      
R4	DEP  	Sunny Sirinit                       	S	 8	  	  	  	  	  	 	  	 	  	  	1 	2 	 1	 2	 1	 2	566443	      
R4	DEP  	Lars Minsaas                        	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	DEP  	Casati/Spanjaard                    	D	 1	12	 4	1 	0 	1 	0	  	 	  	  	  	  	14	 4	14	 4	395681	453771
R4	DEP  	Tonejc/Wassener                     	D	 2	  	  	3 	2 	3 	2	  	 	  	  	  	  	 6	 4	 6	 4	488653	462201
R4	DEP  	Tonejc/Tuff                         	D	 3	  	  	4 	6 	5 	0	  	 	  	  	  	  	 9	 6	 9	 6	458075	458939
R4	DEP  	Zador/Minsaas                       	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	465846	      
R4	ETSU 	Dimitri Badra                       	S	 1	11	 3	1 	1 	2 	1	  	 	  	  	  	  	14	 5	14	 5	497676	      
R4	ETSU 	Frazier Rengifo                     	S	 2	 1	 3	10	4 	  	 	  	 	  	  	  	  	11	 7	11	 7	444925	      
R4	ETSU 	Juan Lugo                           	S	 3	  	  	1 	0 	5 	1	3 	4	  	  	  	  	 9	 5	 9	 5	428171	      
R4	ETSU 	Thiago Pernas                       	S	 4	  	  	  	  	3 	3	7 	2	0 	1 	0 	2 	10	 8	10	 8	520624	      
R4	ETSU 	MIguel Este                         	S	 5	  	  	  	  	  	 	  	 	1 	1 	7 	4 	 8	 5	 8	 5	405365	      
R4	ETSU 	Juan Zabala                         	S	 6	  	  	  	  	  	 	  	 	4 	3 	2 	1 	 6	 4	 6	 4	562576	      
R4	ETSU 	Milo Bargeron                       	S	 7	  	  	0 	2 	1 	3	0 	2	4 	1 	1 	1 	 6	 9	 6	 9	562575	      
R4	ETSU 	Lugo/Rengifo                        	D	 1	 8	 5	  	  	  	 	  	 	  	  	  	  	 8	 5	 8	 5	428171	444925
R4	ETSU 	Este/Badra                          	D	 2	  	  	4 	0 	8 	1	  	 	  	  	  	  	12	 1	12	 1	405365	497676
R4	ETSU 	Zabala/Pernas                       	D	 3	  	  	4 	2 	4 	2	  	 	  	  	  	  	 8	 4	 8	 4	562576	520624
R4	FDU  	Teodors Pukse                       	S	 1	 4	 3	  	  	  	 	  	 	  	  	  	  	 4	 3	 4	 3	511312	      
R4	FDU  	Andris Gudins                       	S	 2	  	  	2 	3 	2 	2	  	 	  	  	  	  	 4	 5	 4	 5	412179	      
R4	FDU  	MacIej Autuch                       	S	 3	  	  	  	  	1 	1	1 	2	2 	1 	1 	0 	 5	 4	 5	 4	387072	      
R4	FDU  	Arjun Sriram                        	S	 4	  	  	  	  	  	 	  	 	1 	0 	0 	1 	 1	 1	 1	 1	567728	      
R4	FDU  	Moric Budinszky                     	S	 5	  	  	  	  	  	 	1 	2	0 	1 	1 	1 	 2	 4	 2	 4	393587	      
R4	FDU  	Youssef Sader                       	S	 6	  	  	  	  	1 	2	0 	2	2 	0 	2 	0 	 5	 4	 5	 4	448006	      
R4	FDU  	Niclas Pietsch                      	S	 7	  	  	  	  	  	 	0 	1	0 	1 	  	  	 0	 2	 0	 2	441687	      
R4	FDU  	Andrei Oprisor                      	S	 8	  	  	  	  	  	 	  	 	0 	1 	1 	0 	 1	 1	 1	 1	511311	      
R4	FDU  	Taiga Koyama                        	S	 9	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	FDU  	Eduardo Cabral                      	S	10	  	  	  	  	  	 	  	 	  	  	0 	1 	 0	 1	 0	 1	486414	      
R4	FDU  	Dennis Espiritu                     	S	11	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	FDU  	Pukse/Gudins                        	D	 1	 2	 2	1 	0 	  	 	  	 	  	  	  	  	 3	 2	 3	 2	511312	412179
R4	FDU  	Budinszky/Sriram                    	D	 2	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	393587	567728
R4	FDU  	Pietsch/Cabral                      	D	 3	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	441687	486414
R4	FDU  	Autuch/Oprisor                      	D	 4	  	  	  	  	0 	1	  	 	  	  	  	  	 0	 1	 0	 1	387072	511311
R4	GCU  	Valentin Lang                       	S	 1	 8	10	  	  	  	 	  	 	  	  	  	  	 8	10	 8	10	424781	      
R4	GCU  	Mariano Argote                      	S	 2	  	  	5 	6 	2 	0	  	 	  	  	  	  	 7	 6	 7	 6	564218	      
R4	GCU  	Justin Cvitanovic                   	S	 3	 0	 1	0 	8 	4 	6	  	 	  	  	  	  	 4	15	 4	15	400016	      
R4	GCU  	Jonathan Da Silva                   	S	 4	 0	 1	  	  	  	 	5 	2	2 	2 	0 	2 	 7	 7	 7	 7	564222	      
R4	GCU  	Jiri Novak                          	S	 5	  	  	  	  	1 	4	2 	4	5 	1 	  	  	 8	 9	 8	 9	564214	      
R4	GCU  	Freddie Grant                       	S	 6	  	  	  	  	  	 	0 	5	0 	1 	9 	2 	 9	 8	 9	 8	411392	      
R4	GCU  	Wolmar Boris-Moller                 	S	 7	  	  	  	  	0 	1	  	 	0 	8 	  	  	 0	 9	 0	 9	564220	      
R4	GCU  	Loic Van Zeggelaar                  	S	 8	  	  	  	  	  	 	  	 	  	  	1 	4 	 1	 4	 1	 4	564221	      
R4	GCU  	Lang/Novak                          	D	 1	10	 6	  	  	  	 	  	 	  	  	  	  	10	 6	10	 6	424781	564214
R4	GCU  	Argote/Cvitanovic                   	D	 2	 0	 1	7 	4 	  	 	  	 	  	  	  	  	 7	 5	 7	 5	564218	400016
R4	GCU  	Grant/Van Zeggelaar                 	D	 3	  	  	  	  	6 	4	  	 	  	  	  	  	 6	 4	 6	 4	411392	564221
R4	GCU  	Da Silva/Boris-Moller               	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	564222	564220
R4	MONM 	William Cooke Wharton               	S	 1	 9	 4	  	  	  	 	  	 	  	  	  	  	 9	 4	 9	 4	567768	      
R4	MONM 	Max Benaim                          	S	 2	  	  	7 	4 	1 	0	  	 	  	  	  	  	 8	 4	 8	 4	389412	      
R4	MONM 	Victor Castro                       	S	 3	  	  	  	  	4 	0	9 	2	  	  	  	  	13	 2	13	 2	567539	      
R4	MONM 	Lucca Silva                         	S	 4	 0	 2	3 	0 	4 	1	1 	1	  	  	  	  	 8	 4	 8	 4	567538	      
R4	MONM 	Sergio Martinez                     	S	 5	  	  	  	  	  	 	1 	0	10	2 	1 	0 	12	 2	12	 2	430309	      
R4	MONM 	Gabriel Busato                      	S	 6	  	  	  	  	  	 	1 	0	1 	1 	12	1 	14	 2	14	 2	509739	      
R4	MONM 	Charles Gortzounian                 	S	 7	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	509741	      
R4	MONM 	Christof Zeiler                     	S	 8	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	MONM 	Diego Laporta                       	S	 9	  	  	  	  	  	 	  	 	  	  	1 	0 	 1	 0	 1	 0	567541	      
R4	MONM 	Arthur Dussaubat                    	S	10	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	MONM 	Austin Klapman                      	S	11	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	MONM 	Arthur Dussaubat                    	S	12	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	MONM 	Benaim/Martinez                     	D	 1	 9	 3	  	  	  	 	  	 	  	  	  	  	 9	 3	 9	 3	389412	430309
R4	MONM 	Castro/Silva                        	D	 2	  	  	7 	1 	  	 	  	 	  	  	  	  	 7	 1	 7	 1	567539	567538
R4	MONM 	Wharton/Gortzounian                 	D	 3	  	  	  	  	9 	1	  	 	  	  	  	  	 9	 1	 9	 1	567768	509741
R4	MONM 	Busato/Zeiler                       	D	 4	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	509739	      
R4	NAU  	Eban Straker-Meads                  	S	 1	 5	 4	1 	2 	  	 	  	 	  	  	  	  	 6	 6	 6	 6	509001	      
R4	NAU  	Facundo Tumosa                      	S	 2	 2	 3	3 	3 	  	 	  	 	  	  	  	  	 5	 6	 5	 6	491339	      
R4	NAU  	Dominik Buzonics                    	S	 3	  	  	0 	1 	4 	3	2 	2	0 	2 	  	  	 6	 8	 6	 8	565342	      
R4	NAU  	Christopher Steele                  	S	 4	 0	 1	1 	4 	3 	2	3 	0	  	  	  	  	 7	 7	 7	 7	454438	      
R4	NAU  	Maciej Ziomber                      	S	 5	  	  	  	  	0 	1	3 	0	5 	2 	3 	1 	11	 4	11	 4	565343	      
R4	NAU  	Alexander Groves                    	S	 6	  	  	  	  	0 	1	1 	4	2 	3 	3 	0 	 6	 8	 6	 8	508999	      
R4	NAU  	Joachim Schaefer                    	S	 7	  	  	  	  	  	 	  	 	0 	1 	1 	2 	 1	 3	 1	 3	521288	      
R4	NAU  	Marcus Sulen                        	S	 8	  	  	  	  	  	 	  	 	0 	1 	1 	2 	 1	 3	 1	 3	565344	      
R4	NAU  	Daniel Dillon                       	S	 9	  	  	  	  	  	 	  	 	  	  	0 	2 	 0	 2	 0	 2	493064	      
R4	NAU  	Mikael Purne                        	S	10	  	  	  	  	  	 	  	 	  	  	  	  	 0	 0	 0	 0	      	      
R4	NAU  	Groves/Buzonics                     	D	 1	 3	 2	  	  	  	 	  	 	  	  	  	  	 3	 2	 3	 2	508999	565342
R4	NAU  	Tumosa/Straker-Meads                	D	 2	  	  	1 	0 	  	 	  	 	  	  	  	  	 1	 0	 1	 0	491339	509001
R4	NAU  	Steele/Ziomber                      	D	 3	  	  	  	  	3 	0	  	 	  	  	  	  	 3	 0	 3	 0	454438	565343
